0.000000000000000000e+00,2.585000000000000142e+01,3.701166050988026479e-02,8.219178082191780366e-02,1.769864728930667895e-04,5.803830528148578232e-05,2.000000000000000000e+00,8.983882870151004285e-01
1.000000000000000000e+00,1.939999999999999947e+00,2.668948795168779031e-01,5.698630136986301054e+00,6.906922779672176231e-04,3.017991874637260437e-03,1.000000000000000000e+00,6.433504968408448654e+00
2.000000000000000000e+00,1.550000000000000044e+00,3.701166050988026479e-02,1.643835616438356073e-01,1.061234170151851163e-05,5.803830528148578232e-05,3.000000000000000000e+00,2.550509774303514998e+00
3.000000000000000000e+00,1.123000000000000043e+01,1.170411471961305544e-01,1.342465753424657571e+00,7.688812729551799561e-04,5.803830528148578097e-04,1.000000000000000000e+00,1.770752206405585616e+00
4.000000000000000000e+00,6.379999999999999893e+00,3.701166050988026479e-02,5.479452054794520244e-02,4.368176777786329031e-05,5.803830528148578232e-05,4.000000000000000000e+00,3.359460117978707028e-01
5.000000000000000000e+00,1.455000000000000071e+01,3.701166050988026479e-02,1.917808219178082293e-02,9.961907855296408339e-05,5.803830528148578232e-05,3.000000000000000000e+00,8.324561088155327804e-01
6.000000000000000000e+00,6.549999999999999822e+00,5.234239225902136833e-02,3.095890410958904160e-01,8.969140405799515747e-05,1.160766105629715646e-04,2.000000000000000000e+00,2.122419385461276953e+00
7.000000000000000000e+00,5.865299999999999727e+02,1.046847845180427367e-01,1.764383561643835696e+00,3.212622853260207328e-02,4.643064422518862586e-04,1.000000000000000000e+00,2.317261527435070523e-01
8.000000000000000000e+00,1.764000000000000057e+01,1.397649690564215286e+00,5.860273972602740145e+01,1.722255710056035949e-01,8.276262333139872140e-02,0.000000000000000000e+00,5.122336560767634772e+00
9.000000000000000000e+00,2.848999999999999844e+01,2.455075815585737176e-01,9.041095890410959512e+00,8.582714234422930688e-03,2.553685432385374449e-03,1.000000000000000000e+00,1.610143615240738457e+00
1.000000000000000000e+01,5.339999999999999858e+00,2.866910895404979343e-01,7.479452054794520244e+00,2.193673729784858563e-03,3.482298316889146858e-03,1.000000000000000000e+00,4.018970827827609504e+00
1.100000000000000000e+01,8.000000000000000167e-02,3.701166050988026479e-02,1.643835616438356073e-01,5.477337652396650550e-07,5.803830528148578232e-05,3.000000000000000000e+00,1.122658962500830881e+01
1.200000000000000000e+01,1.823000000000000043e+01,5.234239225902136833e-02,1.095890410958904049e-01,2.496296635079773662e-04,1.160766105629715646e-04,2.000000000000000000e+00,1.272209163385324748e+00
1.300000000000000000e+01,7.199999999999999734e-01,3.701166050988026479e-02,1.643835616438356073e-01,4.929603887156985283e-06,5.803830528148578232e-05,3.000000000000000000e+00,3.742196541669436716e+00
1.400000000000000000e+01,1.230000000000000071e+01,3.701166050988026479e-02,1.643835616438356073e-01,8.421406640559851242e-05,5.803830528148578232e-05,3.000000000000000000e+00,9.053995735014169766e-01
1.500000000000000000e+01,5.300000000000000266e-01,3.701166050988026479e-02,1.643835616438356073e-01,3.628736194712781069e-06,5.803830528148578232e-05,3.000000000000000000e+00,4.361691114102923983e+00
1.600000000000000000e+01,3.750000000000000000e+01,3.701166050988026479e-02,1.643835616438356073e-01,2.567502024560929940e-04,5.803830528148578232e-05,3.000000000000000000e+00,5.185339633664005632e-01
1.700000000000000000e+01,3.600000000000000000e+01,1.655211777204735890e-01,1.095890410958904049e+00,4.929603887156985310e-03,1.160766105629715619e-03,1.000000000000000000e+00,1.176126182737749382e+00
1.800000000000000000e+01,1.850000000000000089e+00,3.701166050988026479e-02,8.219178082191780366e-02,1.266634332116725522e-05,5.803830528148578232e-05,3.000000000000000000e+00,2.334570412322267252e+00
1.900000000000000000e+01,6.850000000000000000e+01,3.701166050988026479e-02,1.232876712328767194e-01,4.689970364864632334e-04,5.803830528148578232e-05,3.000000000000000000e+00,3.836609126467755426e-01
2.000000000000000000e+01,2.180000000000000160e+00,3.701166050988026479e-02,1.917808219178082293e-02,1.492574510278087503e-05,5.803830528148578232e-05,3.000000000000000000e+00,2.150624527244805684e+00
